ID do Colaborador;Cargo;Salário;Avaliação de Desempenho;Percentual de Bônus;Tempo de Empresa (anos);Data da Última Promoção;Data do Último Treinamento;Flag: Treinamento Antes da Admissão
EMP_21600;Gerente de RH;3341,01;2;0,0748;1,04;;2023-10-28;Sim
EMP_21601;Auxiliar Administrativo;6809,5;3;0,0971;11,95;;;Não
EMP_21602;Auxiliar Administrativo;4344,21;2;0,1217;10,79;2018-10-02;2024-04-27;Não
EMP_21603;Coordenador de TI;5656,35;4;0,1515;4,59;;2025-05-04;Não
EMP_21604;Auxiliar Administrativo;5081,95;3;0,11;2,16;;;Não
EMP_21605;Coordenador de TI;6870,72;2;0,1283;1,16;;2024-05-30;Não
EMP_21606;Analista de Dados;7100,61;3;0,1285;1,03;2025-06-24;2024-09-12;Não
EMP_21607;Coordenador de TI;7782,16;2;0,14550000000000002;10,99;;2024-12-24;Não
EMP_21608;Analista de Dados;6696,4;1;0,0852;6,15;;2024-01-22;Não
EMP_21609;Coordenador de TI;6343,31;4;0,0947;14,69;;;Não
EMP_21610;Desenvolvedor Python;9708,05;5;0,08710000000000001;8,81;2022-04-15;;Não
EMP_21611;Auxiliar Administrativo;2951,28;3;0,1568;3,87;2025-04-16;2025-05-07;Não
EMP_21612;Consultor de BI;9391,22;3;0,10460000000000001;10,75;;2025-05-15;Não
EMP_21613;Coordenador de TI;5420,36;2;0,1494;9,62;;2023-09-19;Não
EMP_21614;Desenvolvedor Python;7141,78;5;0,0943;13,84;2020-04-17;2024-12-22;Não
EMP_21615;Analista de Dados;5348,68;4;0,11689999999999999;12,52;2023-11-19;2024-02-19;Não
EMP_21616;Engenheiro de Dados;4594,92;3;0,056799999999999996;11,56;2020-03-20;2024-04-15;Não
EMP_21617;Diretor de Operações;6969,15;1;0,0329;9,5;2024-08-05;;Não
EMP_21618;Gerente de RH;8084,26;3;0,1001;5,69;2025-02-20;2025-03-22;Não
EMP_21619;Coordenador de TI;6946,02;2;0,1796;13,93;;2025-05-11;Não
EMP_21620;Diretor de Operações;4915,77;1;0,0989;6,5;2020-07-28;2023-07-18;Não
EMP_21621;Auxiliar Administrativo;13222,7;2;0,1408;6,08;2023-09-16;2024-05-18;Não
EMP_21622;Diretor de Operações;8397,15;2;0,0227;2,04;2025-02-14;2025-04-10;Não
EMP_21623;Analista Financeiro;7866,68;2;0,1311;14,05;;2025-06-12;Não
EMP_21624;Engenheiro de Dados;5294,07;4;0,1668;14,55;2012-11-10;2024-08-11;Não
EMP_21625;Desenvolvedor Python;4749,67;4;0,0603;5,69;2022-09-05;2023-12-15;Não
EMP_21626;Analista de Dados;5440,32;1;0,1376;2,19;;2023-09-07;Não
EMP_21627;Desenvolvedor Python;8162,81;4;0,06;4,84;;2024-04-06;Não
EMP_21628;Engenheiro de Dados;4018,79;3;0,0174;4,53;2024-05-31;2024-03-03;Não
EMP_21629;Consultor de BI;3863,59;2;0,0809;3,95;;2024-02-07;Não
EMP_21630;Analista Financeiro;7079,1;3;0,0825;4,12;2023-08-25;2023-11-01;Não
EMP_21631;Gerente de RH;6638,39;5;0,1436;12,67;2016-08-20;2025-04-16;Não
EMP_21632;Consultor de BI;4459,37;4;0,14029999999999998;13,99;;2024-08-17;Não
EMP_21633;Estagiário;3817,59;3;0,1024;12,02;2025-02-27;2025-03-18;Não
EMP_21634;Analista de Dados;8875,79;3;0,011699999999999999;8,13;;2024-11-10;Não
EMP_21635;Engenheiro de Dados;6714,01;2;0,1405;9,27;2021-05-25;2024-03-29;Não
EMP_21636;Desenvolvedor Python;3272,93;5;0,0925;15,26;;2024-04-08;Não
EMP_21637;Consultor de BI;3412,75;4;0,1656;3,08;2023-06-13;2025-04-29;Não
EMP_21638;Engenheiro de Dados;5276,98;3;0,0975;13,65;;2023-08-21;Não
EMP_21639;Consultor de BI;7465,68;4;0,0885;7,19;;2023-11-12;Não
EMP_21640;Analista Financeiro;7190,02;3;0,13269999999999998;5,59;2023-07-02;2023-09-12;Não
EMP_21641;Coordenador de TI;8263,36;3;0,14529999999999998;6,47;;2025-03-07;Não
EMP_21642;Consultor de BI;3019,3;1;0,1624;14,23;;2023-07-29;Não
EMP_21643;Analista Financeiro;6447,69;1;0,1198;14,51;;2024-12-03;Não
EMP_21644;Consultor de BI;8851,82;1;0,061799999999999994;6,63;2024-02-21;;Não
EMP_21645;Estagiário;8665,6;1;0,1043;14,36;2014-01-31;2025-05-25;Não
EMP_21646;Desenvolvedor Python;6717,82;4;0,0885;6,07;2022-05-10;;Não
EMP_21647;Diretor de Operações;10696,04;4;0,1567;14,07;2015-10-08;2024-03-20;Não
EMP_21648;Auxiliar Administrativo;7218,57;5;0,1264;14,9;2020-07-27;2023-09-13;Não
EMP_21649;Auxiliar Administrativo;8085,49;2;0,0935;2,07;;;Não
EMP_21650;Analista de Dados;6088,9;3;0,1434;5,56;2021-08-20;2023-08-05;Não
EMP_21651;Gerente de RH;4438,05;3;0,0603;0,96;;2024-12-17;Não
EMP_21652;Analista de Dados;4249,58;4;0,1478;6,95;;2023-11-03;Não
EMP_21653;Consultor de BI;6363,23;4;0,0805;4,3;2025-06-02;;Não
EMP_21654;Analista Financeiro;5577,0;3;0,0978;5,39;;2024-01-20;Não
EMP_21655;Desenvolvedor Python;2462,83;1;0,16140000000000002;5,07;2025-06-17;2024-07-19;Não
EMP_21656;Engenheiro de Dados;3948,41;1;0,0681;4,7;;2025-04-07;Não
EMP_21657;Auxiliar Administrativo;5363,19;4;0,109;13,64;;2024-05-19;Não
EMP_21658;Coordenador de TI;7454,56;3;0,13570000000000002;15,08;;;Não
EMP_21659;Coordenador de TI;5967,85;1;0,1392;7,76;2023-04-24;;Não
EMP_21660;Analista de Dados;5855,87;5;0,0728;14,97;;2024-01-26;Não
EMP_21661;Consultor de BI;4026,17;1;0,0842;2,19;2024-06-28;2024-12-30;Não
EMP_21662;Estagiário;6046,33;1;0,14679999999999999;2,98;2024-02-29;2024-09-18;Não
EMP_21663;Diretor de Operações;8638,2;5;0,13390000000000002;1,52;2025-02-27;2025-04-02;Não
EMP_21664;Engenheiro de Dados;6311,15;1;0,10830000000000001;1,74;2025-04-03;2023-09-27;Sim
EMP_21665;Desenvolvedor Python;2985,37;2;0,084;14,16;;2024-01-07;Não
EMP_21666;Gerente de RH;3496,95;5;0,13570000000000002;9,3;2023-01-12;2023-07-30;Não
EMP_21667;Consultor de BI;7177,58;5;0,1185;2,88;2024-01-04;2023-12-10;Não
EMP_21668;Coordenador de TI;5551,37;5;0,1462;6,17;;2024-10-28;Não
EMP_21669;Coordenador de TI;5850,84;5;0,2043;4,77;;2024-05-06;Não
EMP_21670;Analista Financeiro;4774,53;2;0,1209;6,13;;;Não
EMP_21671;Analista Financeiro;7006,82;3;0,0658;9,19;2019-04-16;2023-12-16;Não
EMP_21672;Gerente de RH;5398,16;5;0,1349;13,92;2017-03-31;2023-10-13;Não
EMP_21673;Diretor de Operações;5626,77;5;0,028900000000000002;4,25;2023-07-20;2024-12-04;Não
EMP_21674;Estagiário;4297,55;2;0,13570000000000002;11,76;;2023-11-01;Não
EMP_21675;Consultor de BI;7843,38;4;0,11380000000000001;5,93;;2025-06-04;Não
EMP_21676;Desenvolvedor Python;5557,73;2;0,19;4,8;;2023-11-30;Não
EMP_21677;Engenheiro de Dados;7215,76;3;0,16269999999999998;0,64;;2023-07-15;Sim
EMP_21678;Gerente de RH;3612,82;2;0,1491;14,99;;2023-10-25;Não
EMP_21679;Estagiário;9467,77;4;0,0832;11,39;2021-03-17;;Não
EMP_21680;Diretor de Operações;8554,75;3;0,1039;3,11;;2024-09-06;Não
EMP_21681;Auxiliar Administrativo;2180,4;1;0,131;4,24;2023-06-03;;Não
EMP_21682;Gerente de RH;4396,13;4;0,1551;7,91;2018-12-20;2024-07-23;Não
EMP_21683;Consultor de BI;6955,27;2;0,1025;5,62;2023-05-17;;Não
EMP_21684;Diretor de Operações;3360,54;2;0,0909;12,68;2018-04-03;2024-04-08;Não
EMP_21685;Estagiário;5736,81;1;0,1949;8,54;2020-03-01;;Não
EMP_21686;Gerente de RH;6853,26;4;0,1091;11,81;;2025-03-06;Não
EMP_21687;Engenheiro de Dados;5630,55;3;0,1014;12,97;;;Não
EMP_21688;Coordenador de TI;7077,68;4;0,1567;14,66;;2024-11-03;Não
EMP_21689;Gerente de RH;4613,34;4;0,0435;5,73;;;Não
EMP_21690;Desenvolvedor Python;1511,64;5;0,0471;5,54;2022-07-13;2024-10-21;Não
EMP_21691;Desenvolvedor Python;7964,23;1;0,10189999999999999;8,58;2025-01-12;2023-09-05;Não
EMP_21692;Desenvolvedor Python;7951,63;1;0,16879999999999998;10,56;;;Não
EMP_21693;Coordenador de TI;11007,27;3;0,0689;14,92;2019-08-29;2024-10-03;Não
EMP_21694;Diretor de Operações;1585,63;4;0,12240000000000001;3,92;;2024-11-27;Não
EMP_21695;Analista de Dados;7501,66;3;0,24539999999999998;12,83;;2024-09-27;Não
EMP_21696;Coordenador de TI;2062,64;5;0,0691;3,16;;2024-01-09;Não
EMP_21697;Coordenador de TI;9512,99;2;0,0;5,94;2023-03-01;;Não
EMP_21698;Estagiário;6975,73;1;0,0617;7,5;2020-02-19;;Não
EMP_21699;Analista de Dados;4096,14;4;0,0603;11,85;;2024-11-29;Não
EMP_21700;Coordenador de TI;7560,44;5;0,0851;2,66;;2024-08-16;Não
EMP_21701;Estagiário;4893,91;5;0,11720000000000001;3,55;;;Não
EMP_21702;Gerente de RH;6600,83;3;0,15109999999999998;3,23;2025-03-11;2024-10-27;Não
EMP_21703;Engenheiro de Dados;6411,92;4;0,0;4,23;;2025-02-24;Não
EMP_21704;Analista Financeiro;9488,34;1;0,0801;9,01;2022-03-18;2024-10-25;Não
EMP_21705;Engenheiro de Dados;9629,85;1;0,1106;13,17;;2024-05-22;Não
EMP_21706;Analista Financeiro;4805,47;1;0,0;1,54;2024-12-18;;Não
EMP_21707;Consultor de BI;8116,21;5;0,2527;8,53;;;Não
EMP_21708;Gerente de RH;6709,68;2;0,18510000000000001;14,98;;;Não
EMP_21709;Gerente de RH;3174,64;1;0,1315;1,81;2025-03-15;2025-05-10;Não
EMP_21710;Auxiliar Administrativo;4607,54;5;0,172;12,8;;;Não
EMP_21711;Auxiliar Administrativo;10672,29;1;0,2108;4,86;2023-05-03;2025-05-11;Não
EMP_21712;Auxiliar Administrativo;6715,71;2;0,046799999999999994;11,98;;2024-05-19;Não
EMP_21713;Consultor de BI;7999,56;3;0,1013;11,8;;2024-10-06;Não
EMP_21714;Engenheiro de Dados;5575,91;3;0,1288;8,87;2023-02-11;2024-08-13;Não
EMP_21715;Analista de Dados;4920,12;5;0,0796;1,17;;2024-08-18;Não
EMP_21716;Desenvolvedor Python;6054,53;5;0,1148;12,74;;;Não
EMP_21717;Gerente de RH;5467,79;2;0,0;6,48;2023-07-03;2024-03-24;Não
EMP_21718;Diretor de Operações;3013,49;1;0,0207;5,53;;2025-04-07;Não
EMP_21719;Estagiário;3993,35;3;0,1121;14,54;2012-08-20;;Não
EMP_21720;Estagiário;7415,77;3;0,0579;6,87;2021-04-04;2023-10-08;Não
EMP_21721;Analista Financeiro;5238,62;5;0,0866;4,54;;2023-07-19;Não
EMP_21722;Coordenador de TI;6051,41;2;0,0123;15,02;2024-12-28;2023-09-18;Não
EMP_21723;Consultor de BI;6469,85;2;0,041100000000000005;1,92;2025-04-27;2024-09-17;Não
EMP_21724;Desenvolvedor Python;6626,1;2;0,0447;15,05;2016-01-12;;Não
EMP_21725;Diretor de Operações;8293,16;1;0,11960000000000001;14,35;2015-02-19;;Não
EMP_21726;Engenheiro de Dados;3802,61;4;0,0877;13,18;;2023-08-29;Não
EMP_21727;Diretor de Operações;7140,51;4;0,1278;8,76;;2024-10-06;Não
EMP_21728;Coordenador de TI;7510,06;3;0,0737;10,97;;2024-12-11;Não
EMP_21729;Estagiário;7971,7;3;0,1378;13,44;;2025-05-21;Não
EMP_21730;Coordenador de TI;3174,16;5;0,14980000000000002;0,84;;;Não
EMP_21731;Consultor de BI;6509,64;1;0,0825;8,63;2024-09-04;2024-07-15;Não
EMP_21732;Analista Financeiro;9432,15;3;0,0565;5,58;2024-09-17;2024-09-24;Não
EMP_21733;Analista de Dados;5801,76;1;0,111;5,0;;2023-07-06;Não
EMP_21734;Auxiliar Administrativo;6966,99;5;0,0355;3,88;;2025-05-28;Não
EMP_21735;Analista Financeiro;7560,79;3;0,1217;7,41;;2025-01-05;Não
EMP_21736;Auxiliar Administrativo;3949,06;1;0,059699999999999996;3,78;2023-10-05;2023-08-29;Não
EMP_21737;Analista Financeiro;9667,65;2;0,14400000000000002;2,64;2024-04-24;2024-08-01;Não
EMP_21738;Analista Financeiro;6999,0;1;0,1408;5,88;2023-06-22;;Não
EMP_21739;Estagiário;7039,01;2;0,1281;1,55;2025-05-10;2025-02-07;Não
EMP_21740;Analista Financeiro;2675,95;1;0,044199999999999996;9,27;;2025-01-26;Não
EMP_21741;Gerente de RH;7589,09;5;0,0662;5,95;2022-06-27;;Não
EMP_21742;Analista Financeiro;7012,82;4;0,0993;7,32;;2024-06-24;Não
EMP_21743;Engenheiro de Dados;9248,38;5;0,0707;1,27;;2024-08-19;Não
EMP_21744;Estagiário;5377,47;2;0,147;0,9;;2025-03-06;Não
EMP_21745;Coordenador de TI;4024,68;3;0,1118;11,66;;2024-08-16;Não
EMP_21746;Coordenador de TI;4635,52;1;0,0072;10,23;2016-05-26;;Não
EMP_21747;Analista de Dados;4990,04;2;0,1367;13,78;2022-06-21;2025-06-07;Não
EMP_21748;Consultor de BI;3762,31;2;0,2352;10,75;;2024-12-01;Não
EMP_21749;Diretor de Operações;8580,32;5;0,1761;1,02;;2025-06-15;Não
EMP_21750;Gerente de RH;8655,4;1;0,0719;1,96;;;Não
EMP_21751;Auxiliar Administrativo;5608,42;2;0,1191;5,92;;;Não
EMP_21752;Analista de Dados;5214,48;5;0,031400000000000004;4,99;;;Não
EMP_21753;Diretor de Operações;2369,04;3;0,0966;10,57;2021-01-22;2023-10-12;Não
EMP_21754;Estagiário;7391,92;3;0,1114;3,75;2023-08-01;;Não
EMP_21755;Diretor de Operações;9306,88;5;0,1263;11,02;2020-10-06;2024-03-21;Não
EMP_21756;Estagiário;4725,61;4;0,1445;9,21;2020-08-18;;Não
EMP_21757;Auxiliar Administrativo;5766,43;4;0,0942;3,15;;2025-01-29;Não
EMP_21758;Estagiário;6868,58;3;0,1075;3,41;;2024-03-13;Não
EMP_21759;Consultor de BI;9448,84;1;0,11130000000000001;14,01;;2025-02-11;Não
EMP_21760;Analista Financeiro;6399,55;2;0,08650000000000001;8,11;2024-08-30;;Não
EMP_21761;Desenvolvedor Python;6390,86;3;0,0762;9,57;;2024-02-08;Não
EMP_21762;Engenheiro de Dados;6358,64;5;0,129;8,57;;;Não
EMP_21763;Diretor de Operações;3149,93;2;0,064;13,58;2012-12-11;2024-07-11;Não
EMP_21764;Coordenador de TI;3106,42;5;0,12390000000000001;12,71;2021-04-21;2023-12-02;Não
EMP_21765;Gerente de RH;4384,01;2;0,1466;2,67;2024-03-26;2023-12-27;Não
EMP_21766;Engenheiro de Dados;8025,78;5;0,1032;9,45;;2024-03-26;Não
EMP_21767;Analista de Dados;5329,29;4;0,0701;4,01;2023-05-07;2024-09-26;Não
EMP_21768;Auxiliar Administrativo;4940,79;3;0,10099999999999999;2,71;2024-10-08;2024-12-22;Não
EMP_21769;Consultor de BI;4905,65;2;0,0966;14,48;;;Não
EMP_21770;Desenvolvedor Python;5724,69;3;0,1956;4,37;2024-08-08;2023-11-28;Não
EMP_21771;Engenheiro de Dados;9404,22;2;0,099;0,68;;;Não
EMP_21772;Analista de Dados;5697,61;4;0,1795;6,86;;;Não
EMP_21773;Analista de Dados;4427,41;3;0,0355;11,48;;2023-11-28;Não
EMP_21774;Estagiário;6050,49;2;0,141;4,12;2023-10-28;;Não
EMP_21775;Gerente de RH;9510,17;4;0,08839999999999999;8,21;;;Não
EMP_21776;Gerente de RH;4994,35;4;0,045;5,05;;2024-05-06;Não
EMP_21777;Gerente de RH;3637,99;3;0,0449;15,25;2015-10-08;;Não
EMP_21778;Diretor de Operações;4998,02;1;0,0487;9,17;;2025-06-29;Não
EMP_21779;Desenvolvedor Python;6257,53;3;0,0355;3,1;2025-06-26;2023-12-07;Não
EMP_21780;Diretor de Operações;7376,48;3;0,1148;6,76;2023-10-18;2025-02-10;Não
EMP_21781;Estagiário;8013,77;4;0,0981;4,84;2025-05-14;2023-09-07;Não
EMP_21782;Desenvolvedor Python;3908,57;1;0,12029999999999999;10,23;;;Não
EMP_21783;Consultor de BI;4098,31;4;0,07719999999999999;1,72;2025-06-09;2024-02-16;Não
EMP_21784;Diretor de Operações;5353,48;4;0,1263;3,43;2024-06-11;2024-07-10;Não
EMP_21785;Diretor de Operações;7368,99;2;0,1435;13,66;2014-01-15;;Não
EMP_21786;Analista Financeiro;3479,98;4;0,14029999999999998;4,49;2022-07-09;2025-03-31;Não
EMP_21787;Estagiário;4785,35;2;0,1461;14,85;2014-12-08;2025-03-31;Não
EMP_21788;Analista de Dados;4814,51;2;0,13390000000000002;13,46;;2025-06-25;Não
EMP_21789;Auxiliar Administrativo;7883,5;5;0,1114;7,87;;2024-05-04;Não
EMP_21790;Engenheiro de Dados;7056,52;1;0,0986;1,68;;2024-03-26;Não
EMP_21791;Desenvolvedor Python;7807,44;3;0,06849999999999999;3,81;2024-10-17;2024-03-11;Não
EMP_21792;Engenheiro de Dados;8677,36;2;0,013999999999999999;2,08;2025-06-17;2025-02-16;Não
EMP_21793;Desenvolvedor Python;5388,7;3;0,0;12,3;;2023-10-22;Não
EMP_21794;Desenvolvedor Python;3625,19;1;0,10679999999999999;3,41;2024-03-05;2023-10-13;Não
EMP_21795;Analista Financeiro;3638,07;4;0,0426;1,79;;2025-03-13;Não
EMP_21796;Diretor de Operações;2323,78;3;0,0783;13,29;2017-05-19;2024-06-12;Não
EMP_21797;Coordenador de TI;5082,47;2;0,1485;11,15;2023-07-15;2023-09-26;Não
EMP_21798;Gerente de RH;5231,55;3;0,1232;13,54;2024-04-16;;Não
EMP_21799;Consultor de BI;7575,11;3;0,10890000000000001;8,8;2024-01-10;2025-03-30;Não
EMP_21800;Analista Financeiro;6033,83;5;0,061200000000000004;3,31;2023-05-15;2024-11-28;Não
EMP_21801;Analista Financeiro;5019,34;4;0,10490000000000001;4,02;2024-09-01;2023-08-08;Não
EMP_21802;Consultor de BI;5768,0;3;0,0;9,51;2018-01-26;2023-09-13;Não
EMP_21803;Analista de Dados;3922,05;1;0,1183;5,78;;2024-12-10;Não
EMP_21804;Desenvolvedor Python;8050,81;3;0,09119999999999999;5,21;2021-05-06;2024-07-02;Não
EMP_21805;Auxiliar Administrativo;4428,17;1;0,10980000000000001;2,81;2025-02-22;;Não
EMP_21806;Consultor de BI;3720,14;4;0,1061;10,79;2023-10-16;2025-06-09;Não
EMP_21807;Gerente de RH;7635,76;2;0,1272;9,93;;2024-10-17;Não
EMP_21808;Gerente de RH;7148,33;3;0,042699999999999995;8,22;2023-03-28;2024-04-25;Não
EMP_21809;Estagiário;2552,63;3;0,17980000000000002;10,14;2024-09-21;2024-10-14;Não
EMP_21810;Auxiliar Administrativo;7710,0;1;0,0012;11,38;2018-08-04;2025-01-22;Não
EMP_21811;Analista de Dados;4516,81;1;0,0704;9,52;2025-06-14;2024-08-09;Não
EMP_21812;Engenheiro de Dados;5251,79;3;0,050300000000000004;14,75;2024-04-05;2025-04-29;Não
EMP_21813;Estagiário;6374,04;4;0,11449999999999999;0,68;;;Não
EMP_21814;Estagiário;7173,25;5;0,01;13,47;;2023-09-05;Não
EMP_21815;Consultor de BI;6890,96;1;0,0667;6,65;2025-02-09;;Não
EMP_21816;Analista de Dados;5900,36;3;0,0553;15,08;;2024-09-29;Não
EMP_21817;Engenheiro de Dados;5150,71;1;0,09050000000000001;9,4;;2024-01-05;Não
EMP_21818;Desenvolvedor Python;6824,44;5;0,158;0,82;;2024-11-21;Não
EMP_21819;Engenheiro de Dados;5763,22;4;0,09880000000000001;1,41;2025-06-05;;Não
EMP_21820;Coordenador de TI;9610,71;1;0,0741;9,96;;;Não
EMP_21821;Diretor de Operações;7172,82;4;0,011899999999999999;10,61;;2023-10-19;Não
EMP_21822;Analista de Dados;4153,17;5;0,1193;10,2;;2024-08-10;Não
EMP_21823;Consultor de BI;5044,8;2;0,1264;2,59;;;Não
EMP_21824;Consultor de BI;6096,38;2;0,1438;9,81;2018-11-29;2024-11-28;Não
EMP_21825;Auxiliar Administrativo;8598,86;1;0,1188;11,25;2019-11-27;2025-01-04;Não
EMP_21826;Coordenador de TI;8822,21;2;0,1456;8,78;2025-01-30;2025-05-31;Não
EMP_21827;Auxiliar Administrativo;5207,73;2;0,041299999999999996;4,21;;2024-09-23;Não
EMP_21828;Consultor de BI;4132,73;3;0,1093;4,85;;2023-10-18;Não
EMP_21829;Diretor de Operações;3877,0;1;0,1313;4,87;;2025-04-15;Não
EMP_21830;Gerente de RH;6504,86;2;0,11410000000000001;6,35;2022-02-10;2024-01-19;Não
EMP_21831;Gerente de RH;10607,57;5;0,08539999999999999;11,56;;2025-02-07;Não
EMP_21832;Desenvolvedor Python;7078,19;4;0,1265;5,8;;2023-07-28;Não
EMP_21833;Desenvolvedor Python;2812,17;5;0,013500000000000002;5,53;;2023-12-31;Não
EMP_21834;Desenvolvedor Python;4547,99;3;0,056600000000000004;5,84;2023-11-17;2025-05-03;Não
EMP_21835;Diretor de Operações;4752,17;5;0,1502;9,05;;2024-12-20;Não
EMP_21836;Auxiliar Administrativo;4355,99;5;0,11539999999999999;7,57;2024-06-20;;Não
EMP_21837;Analista de Dados;5224,21;4;0,0603;1,21;;2023-07-25;Sim
EMP_21838;Estagiário;6738,79;5;0,12300000000000001;4,67;;2025-06-08;Não
EMP_21839;Estagiário;7363,96;1;0,19260000000000002;13,41;;2023-09-22;Não
EMP_21840;Coordenador de TI;8183,53;5;0,1522;15,27;;;Não
EMP_21841;Auxiliar Administrativo;7048,41;4;0,1128;6,33;;2025-04-26;Não
EMP_21842;Engenheiro de Dados;2091,7;3;0,061900000000000004;9,63;;2024-09-12;Não
EMP_21843;Engenheiro de Dados;3885,39;4;0,026099999999999998;7,17;;2023-07-23;Não
EMP_21844;Estagiário;5683,81;5;0,0785;11,43;;2024-05-03;Não
EMP_21845;Engenheiro de Dados;6294,56;3;0,0876;1,52;;2025-02-06;Não
EMP_21846;Coordenador de TI;7722,84;5;0,2138;4,5;2024-10-23;;Não
EMP_21847;Analista Financeiro;6086,37;5;0,156;5,53;;2024-07-03;Não
EMP_21848;Consultor de BI;6101,41;3;0,078;1,36;2025-05-12;;Não
EMP_21849;Desenvolvedor Python;6475,59;4;0,16440000000000002;8,54;2021-10-30;2024-01-29;Não
EMP_21850;Consultor de BI;5489,96;2;0,1551;3,69;;2023-10-02;Não
EMP_21851;Gerente de RH;6173,77;1;0,149;1,58;2025-01-18;;Não
EMP_21852;Gerente de RH;8251,66;1;0,13449999999999998;14,19;2019-02-09;;Não
EMP_21853;Consultor de BI;5832,18;5;0,0197;12,39;;;Não
EMP_21854;Gerente de RH;5939,57;5;0,0596;4,47;2025-05-11;2024-06-08;Não
EMP_21855;Engenheiro de Dados;5932,83;4;0,1211;3,4;;2023-10-30;Não
EMP_21856;Analista Financeiro;8595,55;3;0,0723;12,58;;;Não
EMP_21857;Gerente de RH;3783,89;2;0,0118;13,76;;;Não
EMP_21858;Consultor de BI;9551,69;4;0,0233;2,91;;2025-05-26;Não
EMP_21859;Diretor de Operações;3647,24;4;0,08810000000000001;1,28;2025-04-21;;Não
EMP_21860;Analista de Dados;4691,56;5;0,0949;13,01;2022-07-14;;Não
EMP_21861;Analista Financeiro;7489,48;1;0,12369999999999999;5,48;;2025-04-03;Não
EMP_21862;Engenheiro de Dados;8060,63;3;0,0974;10,85;;;Não
EMP_21863;Diretor de Operações;3193,0;2;0,1454;6,14;;2024-10-27;Não
EMP_21864;Desenvolvedor Python;3814,6;1;0,0943;11,46;2023-06-01;2023-08-14;Não
EMP_21865;Consultor de BI;6555,69;4;0,014499999999999999;10,26;2017-12-03;2024-10-25;Não
EMP_21866;Coordenador de TI;10688,84;3;0,09269999999999999;6,96;2025-04-11;2024-10-06;Não
EMP_21867;Desenvolvedor Python;8492,53;2;0,062400000000000004;9,23;;2024-06-02;Não
EMP_21868;Analista Financeiro;5503,81;3;0,0102;13,78;;;Não
EMP_21869;Auxiliar Administrativo;1500,0;5;0,12;13,38;;;Não
EMP_21870;Desenvolvedor Python;6163,29;5;0,10189999999999999;11,55;2019-05-11;2023-11-16;Não
EMP_21871;Estagiário;6724,59;2;0,08;4,35;;2024-02-05;Não
EMP_21872;Auxiliar Administrativo;5234,61;2;0,08410000000000001;9,83;;2024-01-29;Não
EMP_21873;Analista de Dados;4298,55;3;0,20129999999999998;13,81;2017-09-07;;Não
EMP_21874;Consultor de BI;6318,33;1;0,17800000000000002;2,6;2024-07-18;2025-03-06;Não
EMP_21875;Coordenador de TI;4115,48;3;0,0219;12,26;2023-05-06;2025-06-23;Não
EMP_21876;Analista de Dados;9744,9;3;0,1885;4,06;;;Não
EMP_21877;Consultor de BI;9033,49;3;0,032400000000000005;8,1;2019-08-29;2025-05-30;Não
EMP_21878;Gerente de RH;7315,83;1;0,10949999999999999;13,11;2015-09-07;2023-10-15;Não
EMP_21879;Analista Financeiro;6179,42;4;0,08900000000000001;2,64;;;Não
EMP_21880;Consultor de BI;4679,67;1;0,0452;1,29;2025-06-28;2024-06-27;Não
EMP_21881;Coordenador de TI;5958,43;2;0,09;8,89;2022-09-05;2024-05-24;Não
EMP_21882;Coordenador de TI;9278,59;2;0,11380000000000001;1,71;2024-11-06;2025-02-14;Não
EMP_21883;Estagiário;7737,31;4;0,1457;13,52;2019-12-13;2024-05-30;Não
EMP_21884;Gerente de RH;6407,38;2;0,0762;5,87;2022-04-04;2023-08-29;Não
EMP_21885;Gerente de RH;7847,95;1;0,0184;7,6;2018-11-26;;Não
EMP_21886;Desenvolvedor Python;7091,22;4;0,0464;14,9;;2023-12-11;Não
EMP_21887;Analista Financeiro;6792,56;5;0,1118;12,14;;2025-04-20;Não
EMP_21888;Analista de Dados;7961,13;1;0,11699999999999999;11,35;2020-07-01;;Não
EMP_21889;Desenvolvedor Python;7034,06;3;0,1155;14,18;2022-03-21;2024-12-13;Não
EMP_21890;Engenheiro de Dados;7717,1;5;0,045;8,33;2022-12-31;;Não
EMP_21891;Consultor de BI;6322,77;5;0,1413;8,82;;;Não
EMP_21892;Auxiliar Administrativo;5491,75;2;0,1039;2,48;;2025-03-07;Não
EMP_21893;Estagiário;4903,67;4;0,1416;11,31;;;Não
EMP_21894;Engenheiro de Dados;4665,38;2;0,10279999999999999;15,47;;;Não
EMP_21895;Analista de Dados;2789,66;5;0,125;1,92;2024-11-01;2024-04-14;Não
EMP_21896;Estagiário;4176,12;1;0,07519999999999999;2,21;2025-06-03;;Não
EMP_21897;Engenheiro de Dados;4118,29;2;0,18789999999999998;1,0;;2024-03-03;Sim
EMP_21898;Gerente de RH;4985,31;3;0,0776;5,14;;;Não
EMP_21899;Analista de Dados;9124,49;4;0,0748;10,75;2022-03-13;;Não
EMP_21900;Diretor de Operações;5684,88;1;0,11320000000000001;13,77;;;Não
EMP_21901;Auxiliar Administrativo;6483,53;5;0,1424;8,58;2021-06-06;;Não
EMP_21902;Engenheiro de Dados;6546,64;2;0,02;11,94;;2023-09-03;Não
EMP_21903;Engenheiro de Dados;9175,16;3;0,0935;10,89;;2023-08-27;Não
EMP_21904;Coordenador de TI;4848,83;5;0,0761;13,98;2023-10-19;;Não
EMP_21905;Estagiário;5554,96;4;0,0342;3,96;;;Não
