ID do Colaborador;Dias de Falta;Dias de Licença Médica;Dias de Férias Usufruídos;Banco de Horas;Horas Extras;Quantidade de Atrasos
EMP_26825;2;3;16;186;96;8
EMP_26826;4;3;19;-47;76;8
EMP_26827;1;3;10;124;60;5
EMP_26828;1;2;26;133;51;5
EMP_26829;1;2;11;80;83;6
EMP_26830;4;1;19;180;11;5
EMP_26831;4;2;13;75;2;8
EMP_26832;1;3;11;-34;64;1
EMP_26833;1;1;12;-62;7;4
EMP_26834;2;2;10;143;2;7
EMP_26835;3;2;16;-3;51;3
EMP_26836;1;2;17;101;65;3
EMP_26837;1;5;17;200;1;5
EMP_26838;3;3;16;-23;90;3
EMP_26839;2;2;8;42;28;2
EMP_26840;1;2;12;-6;78;5
EMP_26841;2;2;14;-45;68;6
EMP_26842;2;3;16;-7;55;9
EMP_26843;2;3;16;-21;82;9
EMP_26844;0;3;10;-59;34;5
EMP_26845;5;7;8;193;79;6
EMP_26846;0;3;15;76;93;6
EMP_26847;1;2;22;34;77;5
EMP_26848;3;2;22;0;53;9
EMP_26849;4;2;16;40;86;4
EMP_26850;1;1;17;180;69;4
EMP_26851;2;3;16;-51;83;5
EMP_26852;3;0;7;-13;74;2
EMP_26853;3;3;15;146;99;7
EMP_26854;1;6;16;-33;95;2
EMP_26855;2;5;15;-4;69;9
EMP_26856;3;2;15;7;8;3
EMP_26857;3;1;18;8;54;1
EMP_26858;3;4;13;-6;79;5
EMP_26859;1;4;12;185;21;5
EMP_26860;2;3;17;-39;96;4
EMP_26861;3;4;19;-54;44;8
EMP_26862;0;4;17;-99;95;6
EMP_26863;2;4;9;-45;15;5
EMP_26864;1;1;18;95;45;6
EMP_26865;1;4;16;11;85;4
EMP_26866;3;2;27;177;47;2
EMP_26867;3;2;14;-14;89;3
EMP_26868;3;5;13;-30;67;1
EMP_26869;3;2;19;-28;93;7
EMP_26870;0;5;12;136;95;2
EMP_26871;0;3;16;-14;27;5
EMP_26872;2;2;14;61;49;5
EMP_26873;1;1;13;184;26;5
EMP_26874;1;0;11;-79;73;4
EMP_26875;3;0;15;-37;12;3
EMP_26876;6;5;10;56;13;7
EMP_26877;1;2;17;170;11;1
EMP_26878;4;5;15;-76;62;7
EMP_26879;4;1;22;-35;22;4
EMP_26880;1;5;9;4;1;4
EMP_26881;2;4;9;66;99;6
EMP_26882;1;4;14;18;15;4
EMP_26883;2;0;7;119;58;5
EMP_26884;2;0;9;-26;45;5
EMP_26885;2;4;15;-90;31;4
EMP_26886;4;1;17;140;84;4
EMP_26887;0;2;14;-66;5;2
EMP_26888;3;3;22;-27;12;7
EMP_26889;2;5;9;168;88;6
EMP_26890;0;4;19;7;20;6
EMP_26891;2;1;17;50;51;4
EMP_26892;4;4;18;41;3;6
EMP_26893;1;3;15;89;78;7
EMP_26894;2;4;10;4;6;6
EMP_26895;0;1;14;13;10;7
EMP_26896;3;1;15;-68;20;5
EMP_26897;2;1;17;-3;10;8
EMP_26898;3;3;14;85;45;5
EMP_26899;1;4;10;-39;73;3
EMP_26900;1;1;17;40;67;7
EMP_26901;2;3;14;-80;1;4
EMP_26902;2;3;11;61;77;7
EMP_26903;2;4;14;67;48;4
EMP_26904;1;3;15;-100;16;5
EMP_26905;2;2;7;28;47;13
EMP_26906;2;3;13;98;21;8
EMP_26907;3;3;18;-99;20;3
EMP_26908;3;3;13;112;51;5
EMP_26909;1;4;13;190;73;5
EMP_26910;3;0;24;138;25;3
EMP_26911;6;3;14;18;29;1
EMP_26912;2;5;19;51;73;11
EMP_26913;2;2;13;179;90;6
EMP_26914;1;2;17;-22;45;3
EMP_26915;0;4;22;169;16;8
EMP_26916;0;1;16;-8;76;5
EMP_26917;2;4;13;147;16;8
EMP_26918;2;4;14;103;10;7
EMP_26919;3;2;17;-13;12;3
EMP_26920;4;3;10;125;96;5
EMP_26921;1;1;13;37;43;9
EMP_26922;1;3;13;137;1;4
EMP_26923;0;2;14;-67;69;4
EMP_26924;4;3;21;200;76;7
EMP_26925;0;2;22;-70;63;4
EMP_26926;4;3;12;49;97;9
EMP_26927;2;5;21;-82;39;5
EMP_26928;3;2;15;9;13;4
EMP_26929;0;4;14;122;17;5
EMP_26930;1;2;16;-95;1;6
EMP_26931;3;3;13;163;5;9
EMP_26932;1;3;14;115;62;4
EMP_26933;4;3;15;-28;86;1
EMP_26934;6;2;22;-74;2;4
EMP_26935;3;1;23;62;82;2
EMP_26936;1;3;12;103;47;3
EMP_26937;6;3;15;11;75;2
EMP_26938;1;3;21;37;82;7
EMP_26939;1;2;12;-21;95;1
EMP_26940;1;1;11;136;76;6
EMP_26941;1;1;19;-75;45;5
EMP_26942;3;4;14;151;55;2
EMP_26943;0;2;23;-29;11;4
EMP_26944;2;2;20;56;82;2
EMP_26945;1;3;17;167;16;7
EMP_26946;1;3;12;154;30;8
EMP_26947;2;6;15;178;75;7
EMP_26948;2;3;12;36;94;3
EMP_26949;0;1;14;-68;35;1
EMP_26950;4;1;11;42;0;8
EMP_26951;3;1;13;-77;89;2
EMP_26952;3;2;19;169;84;5
EMP_26953;0;1;14;195;96;3
EMP_26954;1;3;16;131;47;6
EMP_26955;1;3;10;22;20;6
EMP_26956;2;1;12;31;17;7
EMP_26957;3;6;17;105;62;7
EMP_26958;1;3;15;-61;86;4
EMP_26959;2;4;16;134;9;7
EMP_26960;1;2;18;38;45;3
EMP_26961;0;2;13;-42;83;12
EMP_26962;3;2;14;103;7;4
EMP_26963;1;4;13;-21;16;5
EMP_26964;2;0;11;156;37;2
EMP_26965;2;1;12;116;11;9
EMP_26966;2;0;15;-47;21;4
EMP_26967;2;5;14;177;59;5
EMP_26968;2;4;8;100;9;4
EMP_26969;2;5;19;83;17;4
EMP_26970;1;2;14;200;71;6
EMP_26971;3;2;12;-26;99;6
EMP_26972;1;6;12;-99;13;2
EMP_26973;2;2;17;-96;30;8
EMP_26974;1;6;14;-29;49;7
EMP_26975;1;4;12;69;74;4
EMP_26976;5;4;10;139;48;7
EMP_26977;3;2;15;39;16;6
EMP_26978;5;5;13;-49;2;7
EMP_26979;2;4;18;178;81;0
EMP_26980;1;3;12;19;85;2
EMP_26981;4;2;10;96;69;3
EMP_26982;5;5;11;46;83;5
EMP_26983;1;2;14;-24;20;7
EMP_26984;2;2;18;35;80;3
EMP_26985;1;1;16;152;3;2
EMP_26986;3;4;14;103;31;6
EMP_26987;4;1;20;76;79;9
EMP_26988;5;1;17;119;10;5
EMP_26989;3;3;20;-96;24;6
EMP_26990;1;3;14;132;43;2
EMP_26991;2;5;11;22;56;3
EMP_26992;2;2;14;168;16;4
EMP_26993;3;3;21;76;55;4
EMP_26994;3;8;23;-43;21;5
EMP_26995;3;4;17;-56;67;6
EMP_26996;0;3;13;99;78;6
EMP_26997;4;8;12;108;24;4
EMP_26998;3;0;13;81;59;6
EMP_26999;1;2;25;114;52;8
EMP_27000;1;5;12;129;37;6
EMP_27001;1;5;13;159;5;9
EMP_27002;1;6;18;178;95;5
EMP_27003;2;5;14;35;35;4
EMP_27004;0;0;15;-61;77;6
EMP_27005;3;5;16;168;16;4
EMP_27006;1;1;14;200;84;4
EMP_27007;0;6;12;148;86;2
EMP_27008;2;2;18;66;30;3
EMP_27009;1;3;15;109;31;4
EMP_27010;1;1;13;-35;99;5
EMP_27011;1;0;13;181;61;9
EMP_27012;2;3;17;29;51;5
EMP_27013;4;4;16;11;69;1
EMP_27014;2;1;10;-69;29;10
EMP_27015;1;5;15;150;32;4
EMP_27016;2;1;13;-22;10;5
EMP_27017;3;3;17;-34;89;4
EMP_27018;1;4;11;94;32;5
EMP_27019;1;2;17;160;64;2
EMP_27020;2;5;19;76;79;3
EMP_27021;2;2;15;175;5;6
EMP_27022;2;2;11;30;87;7
EMP_27023;2;0;11;-78;63;2
EMP_27024;3;3;18;-37;0;10
EMP_27025;1;1;12;191;14;5
EMP_27026;1;6;14;-22;62;11
EMP_27027;1;3;17;135;47;3
EMP_27028;4;4;16;8;67;4
EMP_27029;5;2;10;76;14;3
EMP_27030;1;3;14;94;3;3
EMP_27031;0;4;13;-37;24;6
EMP_27032;3;1;19;-17;42;5
EMP_27033;2;2;11;-72;5;1
EMP_27034;3;2;18;95;50;6
EMP_27035;4;4;16;11;71;9
EMP_27036;1;4;17;1;1;2
EMP_27037;3;2;8;89;32;3
EMP_27038;2;2;12;14;40;9
EMP_27039;1;3;21;77;63;1
EMP_27040;2;2;12;152;54;6
EMP_27041;5;5;15;181;51;9
EMP_27042;1;0;10;-46;14;2
EMP_27043;3;2;25;200;92;11
EMP_27044;0;3;12;153;40;7
EMP_27045;2;2;14;21;72;2
EMP_27046;4;2;16;121;44;8
EMP_27047;4;3;19;165;88;6
EMP_27048;2;3;11;-57;98;9
EMP_27049;2;7;16;95;36;4
EMP_27050;3;1;12;-71;63;6
EMP_27051;0;4;17;27;95;1
EMP_27052;3;5;15;16;25;4
EMP_27053;5;4;19;-89;66;4
EMP_27054;2;3;14;142;96;1
EMP_27055;2;2;16;99;35;3
EMP_27056;4;3;18;-9;34;6
EMP_27057;3;4;15;-16;83;6
EMP_27058;3;2;7;180;37;7
EMP_27059;2;1;14;-68;76;7
EMP_27060;3;4;10;69;37;7
EMP_27061;2;0;22;-68;37;4
EMP_27062;2;6;14;-56;13;4
EMP_27063;2;4;17;88;12;4
EMP_27064;1;2;14;41;84;2
EMP_27065;2;6;15;142;48;6
EMP_27066;5;2;15;130;90;6
EMP_27067;0;6;11;-97;86;7
EMP_27068;5;2;10;115;45;6
EMP_27069;1;3;12;96;86;5
EMP_27070;3;4;10;0;71;5
EMP_27071;1;1;10;-96;34;5
EMP_27072;2;2;16;118;25;5
EMP_27073;3;2;11;158;71;3
EMP_27074;3;2;17;147;61;4
EMP_27075;0;8;16;-77;40;5
EMP_27076;1;2;19;22;9;2
EMP_27077;1;4;18;79;34;2
EMP_27078;3;2;14;-95;15;5
EMP_27079;3;2;14;76;20;4
EMP_27080;0;5;12;7;99;7
EMP_27081;1;3;13;195;35;6
EMP_27082;3;2;11;34;4;5
EMP_27083;2;3;10;-7;57;7
EMP_27084;3;3;12;123;55;3
EMP_27085;2;9;19;-9;12;4
EMP_27086;2;2;18;42;88;4
EMP_27087;1;3;15;25;2;4
EMP_27088;3;2;15;-33;2;3
EMP_27089;4;3;12;83;89;10
EMP_27090;2;0;9;34;21;4
EMP_27091;1;5;16;55;13;8
EMP_27092;1;1;15;129;64;4
EMP_27093;4;7;12;180;95;1
EMP_27094;4;2;11;98;33;4
EMP_27095;4;0;14;175;15;7
EMP_27096;3;3;18;104;48;9
EMP_27097;2;2;16;122;85;6
EMP_27098;2;2;15;-98;39;8
EMP_27099;5;4;15;96;84;7
EMP_27100;3;3;11;-24;49;4
EMP_27101;0;2;15;17;51;13
EMP_27102;3;3;17;-35;58;4
EMP_27103;1;2;6;102;27;6
EMP_27104;2;4;15;28;28;3
EMP_27105;2;2;13;-90;57;5
EMP_27106;2;6;14;129;91;10
EMP_27107;0;4;19;168;70;6
EMP_27108;1;3;8;66;89;6
EMP_27109;3;5;11;57;42;7
EMP_27110;4;5;14;116;12;5
EMP_27111;0;0;17;107;81;12
EMP_27112;3;3;14;-79;28;3
EMP_27113;2;2;12;102;64;4
EMP_27114;3;1;15;27;42;4
EMP_27115;2;5;17;-33;89;3
EMP_27116;0;5;10;199;12;7
EMP_27117;0;0;18;-61;33;1
EMP_27118;4;1;14;103;50;3
EMP_27119;0;2;16;110;25;3
EMP_27120;0;5;13;-18;99;5
EMP_27121;1;2;18;0;49;8
EMP_27122;2;4;16;140;72;1
EMP_27123;4;1;10;-77;74;5
EMP_27124;2;3;15;38;59;4
EMP_27125;2;3;17;162;72;5
EMP_27126;1;9;16;-20;80;7
EMP_27127;3;5;25;108;73;7
EMP_27128;0;2;16;4;52;3
EMP_27129;2;2;12;180;50;3
EMP_27130;4;2;10;-1;49;3
EMP_27131;7;5;15;169;36;0
EMP_27132;2;4;14;-47;43;3
EMP_27133;2;2;12;167;95;7
EMP_27134;0;2;15;-7;6;5
EMP_27135;1;1;11;104;17;3
EMP_27136;2;2;12;102;38;3
EMP_27137;1;5;10;-63;88;4
EMP_27138;4;0;19;25;17;8
EMP_27139;2;2;14;74;21;2
EMP_27140;2;7;14;113;99;4
EMP_27141;3;2;12;22;82;6
EMP_27142;3;3;14;-6;9;5
EMP_27143;4;7;15;123;91;9
EMP_27144;5;4;22;-87;11;7
EMP_27145;2;5;10;109;61;5
EMP_27146;4;1;17;125;31;5
EMP_27147;1;3;13;-96;91;6
EMP_27148;3;2;17;147;28;3
EMP_27149;1;2;13;182;100;2
EMP_27150;3;6;9;152;75;4
EMP_27151;3;3;19;-30;12;4
EMP_27152;2;5;12;-86;4;5
EMP_27153;2;5;14;-38;29;4
EMP_27154;4;2;19;64;0;7
EMP_27155;1;2;21;-91;38;5
EMP_27156;1;3;10;-99;94;8
EMP_27157;1;3;11;130;55;8
EMP_27158;0;2;15;125;46;4
EMP_27159;2;5;13;42;75;3
EMP_27160;4;3;11;48;100;2
EMP_27161;3;2;14;180;20;7
EMP_27162;2;5;14;129;22;5
EMP_27163;0;3;10;111;64;6
EMP_27164;1;5;15;73;61;3
EMP_27165;3;4;7;150;16;7
EMP_27166;0;5;13;-78;53;3
EMP_27167;1;5;20;-52;1;3
EMP_27168;1;2;10;143;54;7
EMP_27169;0;6;11;-75;9;2
EMP_27170;1;3;21;-87;87;3
EMP_27171;1;2;12;77;32;5
EMP_27172;4;2;21;-96;20;7
EMP_27173;2;4;16;30;94;8
EMP_27174;2;3;11;-99;93;2
EMP_27175;2;2;14;-73;33;7
EMP_27176;3;2;23;74;83;1
EMP_27177;3;2;8;105;61;3
EMP_27178;5;4;17;116;43;6
EMP_27179;2;3;11;187;56;4
EMP_27180;4;5;16;55;1;5
EMP_27181;3;2;20;98;68;3
EMP_27182;2;6;22;-2;11;9
EMP_27183;3;3;13;93;5;5
EMP_27184;1;1;18;15;35;4
EMP_27185;3;4;18;50;86;4
EMP_27186;2;1;16;150;88;4
EMP_27187;1;3;12;70;24;4
EMP_27188;0;2;22;192;65;5
EMP_27189;1;0;9;169;21;5
EMP_27190;1;2;16;191;88;8
EMP_27191;2;3;13;4;28;4
EMP_27192;4;4;11;124;33;4
EMP_27193;2;3;14;-59;50;5
EMP_27194;1;3;14;-53;80;5
EMP_27195;0;3;17;87;57;3
EMP_27196;2;5;11;186;52;7
EMP_27197;1;4;15;56;60;11
EMP_27198;0;5;21;-4;84;2
EMP_27199;2;6;16;113;9;5
EMP_27200;3;5;14;2;68;3
EMP_27201;0;4;23;135;45;7
EMP_27202;1;3;15;105;93;7
EMP_27203;2;3;15;178;72;3
EMP_27204;2;4;16;13;32;6
EMP_27205;5;2;16;5;76;8
EMP_27206;0;2;14;-76;31;10
EMP_27207;1;6;15;111;15;6
EMP_27208;3;0;18;125;63;7
EMP_27209;2;4;17;121;46;8
EMP_27210;0;8;13;153;57;2
EMP_27211;2;1;20;-68;13;6
EMP_27212;2;3;9;65;50;10
EMP_27213;2;2;17;130;43;7
EMP_27214;4;1;17;99;58;3
EMP_27215;2;5;12;193;93;4
EMP_27216;4;3;17;-22;50;8
EMP_27217;3;5;14;160;5;4
EMP_27218;0;3;14;10;85;1
EMP_27219;3;7;16;-66;12;8
EMP_27220;4;2;12;151;76;5
EMP_27221;2;5;16;119;78;8
EMP_27222;3;4;21;121;98;5
EMP_27223;0;5;16;70;69;7
EMP_27224;1;3;15;156;24;4
EMP_27225;0;2;9;55;7;5
EMP_27226;2;1;16;66;70;6
EMP_27227;2;1;12;55;0;5
EMP_27228;4;5;19;187;25;4
EMP_27229;5;4;10;127;73;3
EMP_27230;2;6;19;33;72;10
EMP_27231;1;2;21;47;57;6
EMP_27232;3;6;16;193;84;6
EMP_27233;3;1;15;38;87;5
EMP_27234;7;4;22;125;32;8
EMP_27235;1;1;14;191;42;2
EMP_27236;4;1;13;-50;92;7
EMP_27237;4;4;18;47;19;6
EMP_27238;3;3;16;165;50;5
EMP_27239;2;4;16;-75;53;5
EMP_27240;1;1;18;-85;5;5
EMP_27241;2;3;9;198;35;4
EMP_27242;3;3;13;115;21;6
EMP_27243;2;2;9;-54;12;3
EMP_27244;3;1;9;50;76;3
EMP_27245;2;6;14;-100;17;8
EMP_27246;3;6;12;128;40;4
EMP_27247;3;3;9;10;11;9
EMP_27248;3;6;20;149;96;6
EMP_27249;2;3;9;-100;95;6
EMP_27250;1;4;12;176;53;5
EMP_27251;3;7;12;2;54;5
EMP_27252;0;5;9;130;88;5
EMP_27253;2;2;19;163;39;5
EMP_27254;2;6;20;101;49;5
EMP_27255;0;0;11;-5;67;5
EMP_27256;3;5;12;82;61;6
EMP_27257;4;3;16;191;14;6
EMP_27258;1;5;12;-28;77;6
EMP_27259;4;1;15;-39;55;1
EMP_27260;3;3;8;95;39;7
EMP_27261;3;5;14;179;38;4
EMP_27262;2;1;21;177;95;9
EMP_27263;2;0;17;1;13;6
EMP_27264;4;6;15;118;92;7
EMP_27265;1;3;12;63;80;4
EMP_27266;1;5;14;131;14;7
EMP_27267;2;0;11;94;30;5
EMP_27268;2;5;12;39;19;4
EMP_27269;1;2;13;44;49;5
EMP_27270;1;2;13;-78;23;5
EMP_27271;3;1;14;84;46;7
EMP_27272;4;5;25;25;7;2
EMP_27273;2;7;16;79;15;2
EMP_27274;2;2;14;9;23;10
EMP_27275;1;3;19;199;65;5
EMP_27276;3;2;19;9;72;4
EMP_27277;0;0;26;66;35;6
EMP_27278;3;2;12;-14;87;6
EMP_27279;1;3;10;-66;83;4
EMP_27280;3;3;15;75;67;2
EMP_27281;4;1;16;181;0;6
EMP_27282;0;3;19;-65;9;1
EMP_27283;4;1;9;152;45;2
EMP_27284;2;1;17;-76;84;3
EMP_27285;2;4;17;182;29;6
EMP_27286;1;2;14;36;96;2
EMP_27287;2;4;13;-90;1;5
EMP_27288;3;4;16;141;51;9
EMP_27289;5;5;9;197;63;3
EMP_27290;1;3;15;-94;84;11
EMP_27291;1;3;18;178;55;5
EMP_27292;4;1;9;55;60;5
EMP_27293;1;4;21;30;79;5
EMP_27294;1;3;18;59;29;5
EMP_27295;4;3;11;102;23;3
EMP_27296;2;3;16;192;78;2
EMP_27297;1;1;13;115;97;5
EMP_27298;5;1;11;-23;33;4
EMP_27299;3;6;18;-48;5;7
EMP_27300;0;4;13;153;50;4
EMP_27301;0;1;4;193;60;1
EMP_27302;1;4;14;56;31;3
EMP_27303;2;5;11;17;69;7
EMP_27304;1;5;23;-76;74;2
EMP_27305;1;2;15;90;47;5
EMP_27306;1;5;16;-1;7;8
EMP_27307;2;2;17;30;38;1
EMP_27308;3;1;16;110;56;8
EMP_27309;3;5;6;67;72;6
EMP_27310;5;2;12;170;48;5
EMP_27311;1;6;13;41;72;4
EMP_27312;4;0;12;1;3;5
EMP_27313;0;5;10;-98;22;5
EMP_27314;2;2;12;-100;84;7
EMP_27315;1;5;21;2;66;8
EMP_27316;3;3;20;77;16;2
EMP_27317;2;3;17;134;67;7
EMP_27318;0;5;12;-26;39;4
EMP_27319;0;2;19;68;45;11
EMP_27320;0;5;19;29;36;6
EMP_27321;1;2;19;101;93;6
EMP_27322;3;3;17;96;75;7
EMP_27323;3;4;21;-79;28;7
EMP_27324;2;3;16;3;12;5
EMP_27325;3;3;14;126;93;10
EMP_27326;2;5;13;10;93;6
EMP_27327;2;4;18;155;89;1
EMP_27328;1;4;16;120;91;6
EMP_27329;3;4;15;-79;15;8
EMP_27330;0;2;17;-98;79;9
EMP_27331;0;4;13;-1;94;5
EMP_27332;1;1;16;127;13;3
EMP_27333;2;2;20;127;38;2
EMP_27334;2;4;13;119;40;6
EMP_27335;3;5;19;-79;20;6
EMP_27336;1;6;13;169;0;4
EMP_27337;3;3;17;154;38;8
EMP_27338;2;6;16;98;59;5
EMP_27339;1;0;12;173;24;0
EMP_27340;4;7;16;187;90;5
EMP_27341;1;5;17;128;55;7
EMP_27342;2;3;20;50;39;5
EMP_27343;1;1;15;133;38;13
EMP_27344;0;3;13;-17;64;2
EMP_27345;0;4;18;155;81;7
EMP_27346;1;1;16;73;5;4
EMP_27347;0;2;16;-1;28;4
EMP_27348;3;3;16;43;90;4
EMP_27349;2;3;17;170;98;5
EMP_27350;1;3;18;22;21;7
EMP_27351;3;4;18;-74;42;2
EMP_27352;1;2;6;128;33;3
EMP_27353;0;1;17;171;8;5
EMP_27354;2;0;12;-26;97;6
EMP_27355;2;3;14;99;79;7
EMP_27356;1;5;21;100;3;5
EMP_27357;4;3;16;-68;16;8
EMP_27358;0;0;14;56;38;4
EMP_27359;0;4;16;67;72;3
EMP_27360;3;6;14;136;28;7
EMP_27361;3;1;11;102;98;7
EMP_27362;0;3;19;67;11;2
EMP_27363;1;5;12;119;77;9
EMP_27364;1;4;18;-7;54;7
EMP_27365;2;2;15;99;49;7
EMP_27366;2;0;11;-44;33;6
EMP_27367;3;1;15;20;17;5
EMP_27368;2;4;17;147;58;8
EMP_27369;0;3;19;-99;36;6
EMP_27370;0;5;12;-83;25;7
EMP_27371;3;1;8;-73;0;6
EMP_27372;4;1;17;141;95;3
EMP_27373;2;4;14;26;12;8
EMP_27374;5;6;16;-86;67;5
EMP_27375;3;3;12;11;13;9
EMP_27376;2;4;19;140;46;4
EMP_27377;1;3;15;-79;23;4
EMP_27378;3;7;15;3;96;4
EMP_27379;4;3;14;-18;12;3
EMP_27380;3;3;15;103;13;3
EMP_27381;2;4;20;102;22;7
EMP_27382;2;3;15;-46;59;6
EMP_27383;2;2;19;184;89;5
EMP_27384;3;1;11;168;5;4
EMP_27385;2;4;15;89;41;7
EMP_27386;2;2;9;109;8;4
EMP_27387;0;5;17;14;44;3
EMP_27388;3;7;13;84;23;3
EMP_27389;1;1;16;52;27;4
EMP_27390;3;3;17;161;85;3
EMP_27391;4;8;18;33;90;8
EMP_27392;3;2;20;12;41;2
EMP_27393;3;5;19;94;72;1
EMP_27394;2;3;13;29;2;5
EMP_27395;2;5;17;179;97;8
EMP_27396;3;2;23;-59;67;6
EMP_27397;2;7;17;27;6;8
EMP_27398;1;3;16;160;75;11
EMP_27399;3;2;17;-83;95;1
EMP_27400;3;1;12;99;10;2
EMP_27401;2;4;10;3;44;6
EMP_27402;5;2;16;-6;69;1
EMP_27403;7;3;5;93;68;4
EMP_27404;1;2;13;132;16;4
EMP_27405;4;1;12;-88;20;4
EMP_27406;1;1;25;14;34;2
EMP_27407;2;6;13;-67;59;5
EMP_27408;0;2;22;-27;27;5
EMP_27409;1;3;14;117;26;3
EMP_27410;2;2;10;-91;79;2
EMP_27411;5;1;15;74;44;5
EMP_27412;4;5;14;50;90;3
EMP_27413;1;4;20;144;52;4
EMP_27414;1;2;13;-64;41;6
EMP_27415;3;3;14;-55;23;8
EMP_27416;1;3;14;-16;83;4
EMP_27417;0;4;20;-20;9;2
EMP_27418;2;2;20;18;24;7
EMP_27419;2;5;20;15;41;8
EMP_27420;2;4;12;-90;5;5
EMP_27421;0;3;12;166;61;5
EMP_27422;1;3;15;-6;39;5
EMP_27423;2;2;10;-43;49;8
EMP_27424;1;4;16;-66;27;4
EMP_27425;2;2;11;109;68;1
EMP_27426;3;3;16;50;41;8
EMP_27427;0;2;13;18;14;5
EMP_27428;2;4;19;184;95;6
EMP_27429;2;3;15;-81;30;7
EMP_27430;2;5;11;182;22;5
EMP_27431;1;7;17;-46;41;4
EMP_27432;0;3;16;79;79;5
EMP_27433;0;2;15;-66;21;2
EMP_27434;2;3;14;-61;54;7
EMP_27435;3;0;12;21;0;4
EMP_27436;3;2;19;168;82;6
EMP_27437;2;4;24;-67;19;6
EMP_27438;3;3;11;79;77;9
EMP_27439;1;5;22;166;16;3
EMP_27440;1;4;14;48;42;5
EMP_27441;2;0;13;66;10;5
EMP_27442;2;2;15;-1;83;5
EMP_27443;3;2;14;-45;53;6
EMP_27444;3;3;10;164;88;11
EMP_27445;2;1;10;-62;76;0
EMP_27446;7;4;15;131;55;6
EMP_27447;2;2;22;160;51;4
EMP_27448;5;3;20;163;26;7
EMP_27449;1;3;11;20;58;6
EMP_27450;4;3;27;121;57;3
EMP_27451;0;3;16;70;37;2
EMP_27452;3;2;18;-66;60;2
EMP_27453;2;4;18;-39;30;2
EMP_27454;1;3;15;6;42;5
EMP_27455;1;7;17;120;97;7
EMP_27456;1;0;18;-31;79;9
EMP_27457;3;4;11;45;10;6
EMP_27458;0;0;17;177;5;2
EMP_27459;1;0;13;151;7;4
EMP_27460;4;3;17;3;32;8
EMP_27461;3;2;15;65;69;2
EMP_27462;3;2;19;-6;22;1
EMP_27463;1;2;21;94;44;4
EMP_27464;2;1;12;16;84;2
EMP_27465;4;2;18;-43;8;5
EMP_27466;4;1;14;-48;44;3
EMP_27467;1;5;19;166;24;3
EMP_27468;3;6;16;-29;77;8
EMP_27469;1;6;14;25;74;4
EMP_27470;3;1;6;108;78;7
EMP_27471;1;2;7;-59;64;7
EMP_27472;2;1;12;197;69;6
EMP_27473;0;4;16;101;77;6
EMP_27474;1;2;24;45;20;7
EMP_27475;0;2;18;120;46;11
EMP_27476;0;3;20;194;94;4
EMP_27477;1;3;17;-53;41;2
EMP_27478;2;3;20;-19;91;2
EMP_27479;3;5;8;131;86;9
EMP_27480;3;0;11;122;91;6
EMP_27481;3;6;14;168;94;5
EMP_27482;2;4;10;-38;60;2
EMP_27483;4;5;20;-91;20;7
EMP_27484;3;1;14;-93;13;4
EMP_27485;3;8;15;74;41;8
EMP_27486;3;1;23;132;0;5
EMP_27487;2;4;11;61;69;6
EMP_27488;0;2;16;6;27;2
EMP_27489;1;2;24;59;76;9
EMP_27490;2;4;11;-89;48;5
EMP_27491;5;3;8;91;96;5
EMP_27492;3;10;18;8;39;8
EMP_27493;1;5;17;115;13;4
EMP_27494;3;1;7;-31;66;5
EMP_27495;4;3;21;73;61;6
EMP_27496;2;1;20;64;99;5
EMP_27497;2;4;22;-2;47;5
EMP_27498;5;3;18;12;10;3
EMP_27499;0;5;12;183;76;3
EMP_27500;4;3;15;132;99;3
EMP_27501;1;3;21;20;63;7
EMP_27502;5;1;15;38;88;7
EMP_27503;1;0;15;-21;12;6
EMP_27504;7;3;15;84;26;1
EMP_27505;1;3;17;-35;50;5
EMP_27506;2;3;15;52;90;3
EMP_27507;1;1;18;-94;60;9
EMP_27508;1;0;24;147;63;4
EMP_27509;3;2;12;-64;60;5
EMP_27510;0;1;8;-2;99;5
EMP_27511;1;2;11;181;73;9
EMP_27512;1;2;12;107;53;4
EMP_27513;3;4;13;125;41;5
EMP_27514;4;2;16;88;95;6
EMP_27515;3;1;10;-59;97;8
EMP_27516;1;0;17;-100;33;5
EMP_27517;1;5;13;153;86;6
EMP_27518;0;2;19;157;0;7
EMP_27519;1;5;17;162;12;2
EMP_27520;1;2;13;159;62;3
EMP_27521;4;2;10;-53;93;8
EMP_27522;1;2;13;29;16;6
EMP_27523;1;7;12;-32;75;6
EMP_27524;1;2;14;-31;45;2
EMP_27525;4;2;21;-86;24;5
EMP_27526;1;1;17;-25;61;9
EMP_27527;1;2;18;10;71;8
EMP_27528;4;2;17;-85;87;7
EMP_27529;1;2;19;69;11;9
EMP_27530;2;1;15;-95;22;1
EMP_27531;6;4;22;-30;65;6
EMP_27532;0;3;17;184;17;2
EMP_27533;2;5;10;-27;38;3
EMP_27534;5;5;21;82;31;6
EMP_27535;1;6;21;152;27;4
EMP_27536;1;2;14;61;88;6
EMP_27537;1;3;18;-38;93;5
EMP_27538;0;4;9;82;64;3
EMP_27539;0;1;15;-32;98;7
EMP_27540;3;3;22;72;45;5
EMP_27541;1;7;9;99;68;5
EMP_27542;3;1;10;141;61;1
EMP_27543;2;2;10;-25;62;0
EMP_27544;4;3;13;26;58;7
EMP_27545;0;2;14;-12;3;3
